ID,INPUT1,INPUT2,INPUT3,INPUT4,SWITCH,SOUND
285811,62,14,41,7,Low,Gargle
206526,70,65,41,80,Minimum,Beep
213923,54,39,51,1,High,Tick
242729,88,54,47,9,Medium,Beep
297960,9,88,42,56,High,Tick
268445,29,94,73,36,High,Rumble
257113,90,40,72,26,Medium,Sizzle
235550,58,39,60,26,High,Gargle
275405,33,81,91,12,Minimum,Sizzle
266204,59,100,5,18,Minimum,Beep
242662,2,20,56,45,Medium,Tick
247834,61,90,84,18,High,Tick
215860,45,86,12,60,Medium,Rumble
210290,27,26,25,61,Minimum,Tick
221516,51,25,7,57,Maximum,Rumble
238905,45,63,35,90,Maximum,Rumble
255839,28,52,75,70,Minimum,Tick
288570,59,37,11,27,Medium,Hiss
201996,91,78,51,86,High,Gargle
212241,56,67,13,100,High,Gargle
208665,40,38,34,26,Maximum,Kaboom
216542,44,20,65,28,Minimum,Kaboom
213708,29,81,70,21,Low,Tick
254121,93,59,65,75,Minimum,Sizzle
254072,65,37,37,41,High,Gargle
225561,34,39,83,45,High,Gargle
295274,10,11,92,8,Minimum,Gargle
236799,35,42,53,11,Minimum,Hiss
252608,60,88,90,18,Medium,Sizzle
284324,95,23,75,30,Low,Gargle
202674,34,24,70,24,Low,Tick
281376,2,39,19,96,Medium,Gargle
279489,86,7,0,100,Low,Gargle
284789,74,5,42,61,Low,Gargle
239645,28,22,93,68,High,Gargle
224402,0,72,19,81,Low,Tick
252523,47,62,92,19,Maximum,Rumble
255346,0,98,88,9,High,Rumble
213031,76,89,59,58,Medium,Rumble
224380,63,80,56,42,Minimum,Sizzle
208214,55,62,80,60,Maximum,Hiss
232578,26,94,7,29,Low,Tick
290460,54,46,25,20,Low,Rumble
228847,9,26,58,97,High,Gargle
271554,4,18,35,80,Low,Gargle
286578,3,27,12,80,Medium,Tick
207730,30,57,68,34,Minimum,Hiss
219110,19,33,43,33,Maximum,Gargle
285658,16,89,88,23,High,Beep
261636,75,17,7,3,Low,Gargle
281432,49,36,32,73,High,Gargle
220685,33,81,57,17,Minimum,Sizzle
266372,55,46,5,32,Low,Tick
253696,25,57,68,61,Maximum,Tick
299655,7,86,31,55,Maximum,Tick
290631,6,98,12,78,Maximum,Gargle
289729,63,77,25,33,High,Gargle
299305,50,10,98,2,Low,Gargle
203706,81,23,66,8,Minimum,Sizzle
248002,59,24,82,26,Maximum,Sizzle
217145,33,42,92,54,Minimum,Hiss
242208,69,78,21,86,Minimum,Sizzle
236802,74,52,65,45,Low,Tick
214459,19,61,16,4,Minimum,Tick
207452,89,1,50,15,High,Gargle
281611,16,4,43,33,Low,Gargle
221756,36,70,7,19,Maximum,Kaboom
257582,28,45,35,2,Minimum,Tick
242762,47,45,74,5,Low,Gargle
296093,57,20,67,57,Low,Gargle
229480,46,8,11,100,High,Gargle
296664,80,7,8,90,Medium,Sizzle
276945,54,84,32,95,Minimum,Beep
227690,94,86,3,62,Minimum,Sizzle
283095,33,80,58,94,Medium,Hiss
290162,74,39,98,12,Minimum,Sizzle
252619,99,38,6,72,Low,Tick
209999,42,32,31,85,Low,Tick
272697,64,73,32,27,Maximum,Rumble
201055,19,82,91,59,High,Gargle
232367,50,55,67,18,Minimum,Rumble
261814,60,13,25,3,Medium,Sizzle
225255,15,14,54,54,High,Gargle
278700,39,40,79,72,High,Gargle
237306,14,79,24,24,Medium,Beep
274922,67,68,6,70,Maximum,Sizzle
278899,92,78,50,35,Medium,Sizzle
200387,24,61,22,92,Medium,Tick
216277,38,97,47,90,Maximum,Rumble
293581,25,18,68,6,Medium,Tick
222239,53,58,34,90,Low,Tick
222533,67,14,89,33,Medium,Beep
228109,87,41,5,60,Medium,Sizzle
249594,77,77,49,7,Minimum,Sizzle
206519,23,47,7,55,High,Gargle
252459,8,21,100,95,Low,Gargle
220679,73,64,68,95,Low,Gargle
233993,96,99,3,23,Maximum,Rumble
226158,25,40,77,47,Maximum,Tick
257251,13,72,69,37,Minimum,Gargle
252992,12,97,87,44,Low,Tick
202352,40,87,69,95,Medium,Rumble
288075,1,62,92,39,High,Gargle
215757,86,40,22,16,Maximum,Sizzle
278705,25,53,33,24,Minimum,Tick
250413,21,90,18,96,Maximum,Tick
268322,98,7,40,56,Maximum,Sizzle
222557,59,91,57,15,Low,Tick
282891,62,60,24,95,Low,Tick
253774,29,76,18,20,Maximum,Sizzle
293886,90,46,85,70,Low,Tick
266740,95,38,75,49,High,Gargle
281341,88,81,79,88,Minimum,Sizzle
211992,68,6,29,67,Medium,Sizzle
238351,92,8,55,89,High,Gargle
248517,90,55,54,7,High,Tick
278545,60,0,13,12,High,Gargle
271833,26,35,82,76,Maximum,Tick
298058,25,24,56,28,Medium,Tick
275533,44,43,90,48,Minimum,Kaboom
275986,17,77,5,51,High,Gargle
283695,83,38,87,56,Low,Gargle
272535,14,73,55,12,Minimum,Gargle
291775,23,91,43,30,Low,Tick
248386,42,74,95,42,Minimum,Rumble
281362,58,34,1,89,Medium,Hiss
211652,35,78,4,67,Minimum,Rumble
271091,8,18,1,78,High,Gargle
286063,74,8,84,88,High,Tick
212742,82,26,86,70,Maximum,Sizzle
226759,18,27,32,40,Maximum,Gargle
287108,16,30,39,18,Low,Tick
230235,84,69,21,3,Low,Hiss
287889,77,60,12,44,Low,Tick
223108,66,55,7,94,High,Gargle
284071,73,87,37,95,Medium,Hiss
224740,42,46,78,51,High,Tick
293483,65,10,96,76,Medium,Rumble
263525,10,83,53,27,Maximum,Gargle
237456,84,61,99,42,Minimum,Hiss
239639,2,30,11,29,Maximum,Beep
283068,84,68,15,34,Minimum,Hiss
244580,3,100,32,53,Maximum,Gargle
218766,13,38,46,5,Medium,Gargle
209413,68,5,49,16,Low,Gargle
249643,49,64,56,33,Maximum,Sizzle
237618,26,8,49,1,Minimum,Tick
274629,56,11,55,38,Low,Gargle
219701,97,71,49,86,Minimum,Sizzle
275193,17,44,23,11,Minimum,Gargle
210214,74,75,49,20,Low,Tick
284619,78,74,26,81,Medium,Sizzle
215578,6,68,30,73,Medium,Tick
267382,8,86,11,83,Medium,Gargle
235213,6,72,0,96,Medium,Beep
296087,44,17,80,19,Low,Gargle
224913,7,36,57,85,High,Gargle
230308,69,51,43,60,Maximum,Sizzle
286635,6,53,18,14,Medium,Gargle
215831,96,27,36,76,Medium,Sizzle
273933,52,48,62,61,Maximum,Rumble
277089,62,16,43,83,Maximum,Sizzle
244996,77,1,28,73,Minimum,Sizzle
260743,0,56,30,8,Minimum,Gargle
263523,6,19,36,37,Minimum,Gargle
208237,56,89,51,17,Maximum,Beep
258423,8,87,41,75,Minimum,Gargle
289479,86,67,57,36,Minimum,Rumble
289734,38,72,66,41,High,Gargle
255957,9,87,61,20,Low,Tick
223233,71,36,58,58,Medium,Sizzle
262402,7,90,82,56,Minimum,Gargle
252507,64,55,6,22,Minimum,Sizzle
237506,67,5,95,5,Low,Gargle
271312,43,27,62,49,Low,Tick
270905,33,43,55,16,Minimum,Hiss
290679,28,97,70,89,Medium,Tick
240289,93,97,95,14,High,Tick
295810,70,100,99,24,Medium,Rumble
260598,35,66,14,60,Medium,Hiss
237300,56,4,75,94,Medium,Sizzle
210063,21,24,79,37,High,Gargle
296773,90,1,98,89,Medium,Sizzle
211115,69,100,22,87,Maximum,Sizzle
288736,96,71,100,9,High,Tick
271848,59,39,8,14,High,Gargle
287825,51,6,27,69,Medium,Rumble
232495,38,66,91,81,Low,Tick
299613,20,10,15,7,Minimum,Tick
289614,48,99,73,44,Medium,Rumble
292146,13,38,45,26,High,Gargle
223681,27,3,95,6,Low,Gargle
250567,55,80,76,1,Medium,Rumble
266779,92,40,65,95,Minimum,Hiss
231384,96,55,31,92,Medium,Sizzle
270015,100,57,24,68,High,Gargle
246718,78,22,70,31,Minimum,Beep
259491,65,62,71,37,Minimum,Hiss
244484,0,46,9,28,Maximum,Gargle
241204,36,19,59,37,Maximum,Kaboom
298328,23,64,54,38,High,Gargle
218372,53,1,10,64,High,Beep
267403,1,12,60,56,Maximum,Beep
220515,47,23,1,94,Low,Tick
286165,41,13,56,89,Minimum,Kaboom
253855,86,25,83,62,Low,Gargle
275782,49,86,72,54,Minimum,Rumble
269689,0,13,38,45,Minimum,Gargle
269255,80,63,48,43,Low,Tick
261911,84,30,65,12,Low,Gargle
260141,81,7,4,82,High,Gargle
273312,28,53,47,69,High,Gargle
258582,36,2,72,92,Medium,Rumble
297360,98,70,3,80,High,Gargle
253744,37,67,58,83,Minimum,Kaboom
205574,29,66,10,65,Medium,Sizzle
239149,93,79,43,9,Medium,Rumble
223463,34,90,91,93,Minimum,Hiss
279828,22,41,87,80,Maximum,Beep
298955,71,53,21,82,Maximum,Hiss
289476,78,62,20,83,Minimum,Hiss
242248,70,58,4,14,High,Gargle
212264,84,10,25,51,Medium,Sizzle
233180,19,9,68,26,High,Gargle
247455,31,15,83,41,Low,Beep
231762,47,97,64,48,Low,Tick
228395,30,33,5,65,Maximum,Hiss
248991,92,78,66,32,Minimum,Sizzle
201197,69,23,49,40,Minimum,Rumble
208190,65,49,22,32,Minimum,Sizzle
277759,41,79,78,29,Maximum,Kaboom
211793,96,46,49,26,Medium,Sizzle
283646,29,23,30,1,High,Gargle
227381,10,77,73,38,Medium,Gargle
289417,7,62,14,3,Medium,Gargle
299134,37,47,30,78,Low,Gargle
243868,96,48,77,25,Medium,Hiss
231690,19,14,1,46,Maximum,Tick
254068,21,48,43,3,Maximum,Tick
266767,28,92,80,4,Low,Tick
230375,15,65,62,93,High,Gargle
295650,81,63,62,3,Maximum,Sizzle
283306,28,10,8,91,Minimum,Tick
284074,75,34,74,16,Low,Gargle
260141,87,12,96,15,Maximum,Hiss
202263,39,92,95,67,Low,Rumble
208794,18,25,31,91,High,Gargle
248346,32,7,96,13,Minimum,Hiss
200577,7,53,65,5,Medium,Gargle
257148,42,3,92,49,Low,Gargle
263659,5,73,94,28,Minimum,Gargle
297978,2,16,1,84,Minimum,Gargle
265482,67,55,63,27,Low,Tick
239048,38,57,83,8,Maximum,Hiss
273221,44,33,76,58,Low,Beep
244145,45,21,48,88,Medium,Rumble
284935,4,8,37,44,Maximum,Gargle
297480,60,71,87,13,Low,Tick
252719,64,69,94,37,Maximum,Sizzle
221353,63,45,51,15,Minimum,Sizzle
275040,64,0,50,33,Minimum,Sizzle
208918,3,93,94,11,High,Gargle
202727,28,34,55,46,Low,Gargle
291375,83,5,85,1,Medium,Sizzle
216782,67,37,91,3,Minimum,Sizzle
298169,30,15,47,77,High,Gargle
281269,25,89,84,17,Maximum,Tick
200632,39,93,75,90,Minimum,Kaboom
251200,20,89,77,30,Maximum,Gargle
260787,51,63,13,84,Maximum,Rumble
260911,89,73,69,28,Low,Tick
279545,61,11,36,70,Low,Beep
292906,71,83,18,64,Maximum,Beep
212848,19,3,2,80,Low,Tick
203201,31,44,5,13,High,Gargle
220605,58,32,23,93,Minimum,Rumble
256184,85,22,17,9,Maximum,Sizzle
274493,38,27,63,72,High,Beep
265238,79,9,68,18,Minimum,Sizzle
226395,78,1,50,34,Low,Gargle
257918,91,38,20,40,Maximum,Beep
202475,3,36,8,34,Maximum,Gargle
201253,85,78,24,75,Low,Rumble
276104,6,63,5,19,Low,Tick
224801,87,62,87,87,Low,Tick
251990,11,65,92,90,Minimum,Gargle
288695,99,79,39,99,High,Tick
295163,78,61,49,51,Maximum,Hiss
216444,51,45,34,69,Low,Gargle
229771,11,87,25,74,Maximum,Gargle
260643,47,75,28,61,Low,Tick
218899,14,11,31,96,Minimum,Gargle
234977,62,55,73,47,Medium,Hiss
235584,89,77,71,97,Maximum,Sizzle
206672,45,14,29,1,Medium,Rumble
212293,48,9,2,3,Minimum,Rumble
205324,54,45,98,38,High,Gargle
295990,53,62,38,96,Low,Tick
235919,94,66,48,97,Minimum,Sizzle
256253,31,45,18,5,High,Gargle
268450,3,75,71,79,Low,Tick
246950,40,32,44,81,Maximum,Rumble
231036,61,50,61,37,Maximum,Beep
209336,90,90,39,19,Medium,Sizzle
230184,12,87,19,10,Low,Gargle
281104,37,7,4,67,Low,Tick
255437,79,63,8,26,Low,Tick
282872,50,66,15,32,Maximum,Sizzle
236862,20,82,21,68,Maximum,Tick
248033,9,61,49,66,Medium,Gargle
218035,49,83,19,89,Minimum,Rumble
290611,87,55,90,80,Low,Gargle
234220,85,30,38,81,Medium,Hiss
296277,27,72,63,54,Medium,Tick
268423,3,30,66,99,Maximum,Gargle
219387,18,39,32,95,Low,Gargle
299781,35,35,21,88,Minimum,Hiss
243410,29,13,76,45,Low,Gargle
217029,1,12,2,6,Low,Gargle
200819,11,25,96,14,Medium,Gargle
272717,1,52,86,1,High,Beep
238025,46,30,17,32,High,Gargle
285993,37,87,16,53,Maximum,Kaboom
240411,72,17,71,61,Medium,Rumble
258844,85,15,57,100,Minimum,Beep
247307,31,35,89,13,Minimum,Tick
272421,94,68,98,25,Low,Tick
299957,17,72,97,64,Minimum,Gargle
264824,4,45,87,95,Medium,Gargle
234852,9,78,42,100,Minimum,Beep
204406,67,14,43,91,Minimum,Rumble
229004,51,71,92,33,High,Gargle
203653,93,82,19,99,Maximum,Hiss
207087,53,83,90,61,Medium,Rumble
207207,6,74,24,91,High,Gargle
223400,70,5,43,90,Medium,Sizzle
260351,59,99,35,11,Minimum,Sizzle
216771,30,67,4,13,Maximum,Tick
259505,59,71,48,83,Low,Tick
291994,98,36,1,85,Low,Tick
248969,14,61,5,52,High,Gargle
230389,26,9,29,25,High,Gargle
254867,19,67,69,70,Maximum,Tick
284922,41,14,6,47,High,Gargle
205200,65,4,99,64,High,Gargle
238108,68,80,92,99,Minimum,Sizzle
275103,86,42,85,16,Maximum,Sizzle
258713,11,23,48,62,High,Tick
282961,54,50,11,13,High,Tick
261954,86,5,49,82,Maximum,Sizzle
298222,1,82,52,84,Low,Tick
294820,43,16,14,65,Low,Gargle
275803,1,21,80,72,High,Gargle
218493,56,35,40,92,Maximum,Hiss
282409,37,46,51,5,Low,Gargle
202098,74,66,24,30,Medium,Sizzle
227004,35,26,15,15,Low,Gargle
276498,13,19,35,10,Low,Gargle
252712,87,6,21,22,Low,Gargle
225461,74,24,11,46,Medium,Rumble
287310,7,52,68,23,Low,Beep
217868,9,52,92,28,Maximum,Gargle
228987,25,61,31,21,Medium,Tick
206178,41,80,96,80,Medium,Kaboom
214316,49,34,86,57,Minimum,Rumble
200503,67,42,97,29,Maximum,Sizzle
248415,89,98,32,53,Low,Tick
290015,36,97,51,48,Low,Tick
215623,11,86,54,80,Low,Tick
255656,91,63,49,53,Maximum,Sizzle
233283,49,28,24,100,Low,Tick
285799,28,12,19,32,Low,Gargle
274185,85,41,85,83,Maximum,Sizzle
215593,73,77,65,44,Minimum,Rumble
200488,33,1,84,38,High,Gargle
205222,43,12,79,94,Maximum,Kaboom
299186,45,26,61,92,Low,Gargle
278202,51,40,26,89,Medium,Rumble
228006,59,78,28,50,Medium,Sizzle
283897,53,34,80,77,Medium,Rumble
253150,5,12,37,62,Low,Gargle
205633,44,24,83,57,Low,Gargle
228124,44,70,84,79,High,Tick
259536,68,34,69,84,Low,Tick
235140,1,19,26,42,Medium,Gargle
218490,17,60,57,79,Maximum,Gargle
202874,47,75,11,49,Minimum,Rumble
295352,8,60,74,19,Maximum,Beep
298798,79,36,20,98,Medium,Sizzle
296954,96,32,37,33,Medium,Sizzle
215318,35,49,14,88,High,Gargle
229218,100,35,84,37,Medium,Rumble
269448,32,30,37,80,Maximum,Hiss
264413,17,17,29,6,Minimum,Tick
230958,17,58,99,67,Maximum,Gargle
246763,54,15,44,15,Medium,Rumble
245082,76,0,100,44,High,Gargle
281102,36,19,98,58,Minimum,Hiss
246276,58,50,72,65,Low,Gargle
286535,14,70,28,25,High,Gargle
276630,41,97,86,93,Minimum,Rumble
248320,21,49,2,87,Medium,Tick
222186,70,74,31,85,Minimum,Sizzle
251073,87,94,3,19,Maximum,Sizzle
248351,68,28,86,67,High,Tick
209081,33,81,44,61,High,Beep
253591,43,40,62,6,Medium,Kaboom
245618,6,78,46,80,Medium,Tick
231638,68,79,72,92,Minimum,Hiss
207502,89,85,89,39,High,Gargle
214313,31,17,14,7,High,Gargle
274898,76,75,22,15,Maximum,Beep
298370,44,94,23,48,Medium,Rumble
204636,51,49,22,30,Minimum,Rumble
247509,85,5,10,84,Minimum,Sizzle
293597,79,71,57,38,High,Gargle
261676,27,62,71,2,Minimum,Tick
242582,79,90,76,20,Maximum,Hiss
209973,11,15,38,89,High,Tick
269975,13,21,7,46,Low,Gargle
202981,47,58,51,31,Minimum,Rumble
291392,64,8,41,17,Minimum,Hiss
229176,74,35,64,62,Low,Gargle
299340,98,23,75,41,Low,Gargle
230912,60,49,13,47,Medium,Sizzle
294782,54,93,32,99,High,Gargle
212230,27,99,67,24,Medium,Tick
293932,89,96,55,78,Medium,Rumble
260185,84,68,27,65,Minimum,Sizzle
266110,44,62,59,61,Low,Gargle
295737,12,77,71,77,Medium,Gargle
243283,60,22,98,90,Medium,Sizzle
252968,62,98,43,65,Maximum,Sizzle
236856,91,4,25,77,Maximum,Sizzle
298627,2,65,91,47,High,Gargle
253537,60,94,55,98,High,Gargle
270219,16,21,73,47,Medium,Tick
267609,79,94,87,53,Medium,Sizzle
292840,95,19,97,77,Low,Tick
204580,26,6,46,57,High,Gargle
294552,31,41,26,95,Medium,Rumble
277958,5,89,72,98,Medium,Gargle
271943,49,94,80,86,High,Tick
274085,75,96,69,89,Low,Tick
298309,39,32,67,93,Low,Gargle
290285,80,65,100,52,High,Gargle
284884,30,52,23,96,Minimum,Hiss
201859,47,83,55,78,Low,Tick
243559,97,35,46,82,Minimum,Beep
298503,23,51,46,99,Minimum,Tick
250814,44,18,56,70,Medium,Kaboom
225905,20,40,94,93,Low,Gargle
229695,73,57,63,92,Low,Rumble
249101,80,63,9,96,Maximum,Sizzle
229570,79,29,28,23,Low,Tick
261952,23,40,65,93,Maximum,Tick
243449,21,70,58,92,Medium,Tick
285016,38,80,34,29,High,Gargle
283053,83,34,66,1,High,Gargle
280807,32,74,49,28,Medium,Kaboom
271252,8,55,72,53,Low,Gargle
252243,61,23,5,29,Medium,Hiss
293885,93,51,95,11,Minimum,Sizzle
285815,25,13,44,98,Maximum,Gargle
239958,30,59,41,98,Minimum,Tick
275345,73,41,42,61,Low,Tick
277379,64,13,57,99,Maximum,Hiss
225836,48,5,18,59,High,Gargle
265071,48,97,11,60,Medium,Rumble
289821,59,5,65,92,Medium,Sizzle
279872,17,0,47,38,Minimum,Tick
255939,81,75,91,82,Maximum,Sizzle
253710,73,73,18,6,Minimum,Rumble
281117,84,100,32,79,Maximum,Sizzle
231296,41,2,89,59,Maximum,Rumble
289356,64,23,69,24,Maximum,Hiss
240224,27,71,86,95,High,Tick
242551,69,15,33,38,Maximum,Sizzle
205724,17,90,37,8,Minimum,Gargle
232892,72,5,36,22,Minimum,Hiss
291336,10,22,47,11,Minimum,Gargle
287445,36,80,63,50,High,Gargle
242810,80,75,85,94,Maximum,Sizzle
226126,48,50,32,4,Maximum,Rumble
234887,74,31,77,1,Maximum,Sizzle
274577,40,42,47,87,Medium,Kaboom
211064,29,63,97,48,Maximum,Rumble
251475,18,60,52,8,Minimum,Gargle
239103,61,12,34,63,Low,Beep
233385,30,71,38,6,High,Tick
212833,47,9,59,96,Maximum,Hiss
266717,31,23,49,73,Low,Gargle
294354,71,81,15,47,Low,Tick
268522,48,77,100,26,Minimum,Rumble
209253,28,12,44,48,Maximum,Tick
278705,37,50,37,99,Medium,Kaboom
278458,66,80,99,65,Low,Tick
254564,24,97,7,43,Low,Rumble
257249,8,15,26,59,Medium,Gargle
229570,79,98,58,60,High,Gargle
257158,24,86,41,17,Minimum,Tick
259672,67,89,97,90,Medium,Beep
277138,85,10,57,38,Medium,Sizzle
259151,57,57,26,85,High,Tick
272194,22,25,37,73,Low,Gargle
256221,78,40,70,74,Low,Gargle
272451,43,53,60,46,High,Gargle
270470,15,82,39,8,Low,Tick
208014,81,87,35,3,Low,Tick
257453,92,12,95,42,Minimum,Sizzle
269787,21,2,47,71,High,Gargle
228592,25,29,23,31,Medium,Tick
244993,84,57,17,55,Maximum,Sizzle
215874,0,58,85,21,Minimum,Gargle
280375,56,21,24,78,Maximum,Sizzle
210294,79,6,17,7,Low,Beep
203552,0,1,20,72,Medium,Gargle
256382,90,49,44,31,Maximum,Sizzle
277802,46,100,57,17,High,Tick
249717,43,6,64,83,Maximum,Kaboom
290437,32,51,23,59,Maximum,Hiss
211583,36,23,94,57,Minimum,Hiss
251547,23,57,63,21,Low,Gargle
246642,77,26,13,40,Maximum,Sizzle
293352,3,75,27,56,Minimum,Gargle
268908,67,92,30,30,High,Tick
299859,25,61,62,94,High,Gargle
275936,74,95,100,87,Maximum,Hiss
245151,48,93,4,19,High,Tick
270078,72,12,15,47,High,Gargle
250668,61,54,80,20,High,Gargle
270879,14,2,49,73,Minimum,Gargle
230006,64,52,27,95,Medium,Sizzle
242545,87,13,12,82,High,Gargle
247997,29,71,98,77,Minimum,Tick
295120,9,69,88,57,High,Beep
213020,65,64,100,89,Minimum,Rumble
238454,41,52,23,92,Minimum,Kaboom
244095,43,47,34,41,Minimum,Kaboom
267235,50,20,51,71,Medium,Sizzle
214613,0,58,11,31,Minimum,Gargle
273078,1,83,53,62,Low,Tick
249390,95,14,22,15,Maximum,Sizzle
287749,76,97,86,90,Maximum,Sizzle
292367,54,87,64,13,Low,Gargle
234103,76,92,58,62,Minimum,Beep
207916,25,63,81,76,High,Gargle
219969,25,91,25,59,Medium,Tick
226415,16,61,23,53,Low,Tick
264140,37,43,43,88,Maximum,Hiss
246908,10,10,66,36,Low,Gargle
229672,92,60,20,91,High,Gargle
278881,12,41,74,21,High,Gargle
245496,56,2,26,31,Low,Gargle
227970,77,46,90,96,High,Gargle
246250,96,77,32,72,Maximum,Sizzle
289988,100,94,26,19,Medium,Sizzle
212855,18,94,96,18,Minimum,Gargle
278077,86,83,41,75,Low,Tick
202518,73,94,74,62,High,Gargle
263704,78,57,40,16,Low,Tick
239024,10,86,27,93,Maximum,Gargle
252865,34,69,51,15,Low,Tick
230459,69,90,73,76,Medium,Hiss
201631,11,2,10,57,Low,Gargle
277843,45,14,0,92,Minimum,Sizzle
247175,84,83,46,8,Maximum,Sizzle
278069,63,34,34,17,Minimum,Beep
209624,31,15,37,81,Minimum,Hiss
274589,78,88,99,19,Maximum,Sizzle
279888,1,33,54,34,High,Gargle
249640,87,76,36,68,Maximum,Sizzle
247701,45,0,2,73,Low,Gargle
236843,75,70,62,20,Maximum,Sizzle
209695,48,77,44,42,Minimum,Rumble
220182,40,87,46,45,Minimum,Kaboom
239532,87,53,46,53,Minimum,Sizzle
206492,41,87,97,65,Maximum,Kaboom
286822,44,78,33,29,Minimum,Kaboom
227471,13,26,38,72,Low,Beep
232019,12,16,55,35,Medium,Tick
260663,61,46,23,73,Minimum,Sizzle
289219,92,66,66,37,Minimum,Sizzle
240124,77,86,41,22,Low,Tick
252906,81,18,7,54,High,Gargle
226357,82,16,76,42,Low,Gargle
298058,3,28,16,34,Maximum,Gargle
231654,44,90,98,97,Medium,Kaboom
270653,93,70,60,7,Low,Rumble
207223,70,52,69,31,Low,Tick
271327,89,83,69,90,Low,Tick
220853,25,74,91,77,High,Gargle
202399,87,49,41,81,Maximum,Sizzle
222471,31,43,55,34,Low,Gargle
282996,78,44,89,30,Medium,Sizzle
279740,67,56,29,50,High,Gargle
279891,98,89,61,26,Low,Tick
201862,90,48,61,42,High,Gargle
267659,75,97,48,75,Minimum,Sizzle
270690,71,1,3,38,Maximum,Beep
222574,80,55,76,19,Maximum,Sizzle
269872,5,36,14,89,Maximum,Gargle
273697,8,73,96,31,Maximum,Beep
247290,83,2,86,40,Medium,Sizzle
277102,49,59,27,24,Minimum,Rumble
244004,81,24,74,37,Maximum,Rumble
200129,9,74,63,12,Medium,Gargle
281539,60,57,33,27,Minimum,Sizzle
205726,90,18,33,68,Medium,Sizzle
296031,56,44,75,23,High,Gargle
284518,8,96,85,3,Medium,Gargle
285857,61,3,30,52,Maximum,Hiss
264568,98,98,44,77,Maximum,Hiss
200633,93,71,24,26,Medium,Sizzle
290549,40,81,84,87,Low,Tick
257769,96,78,61,78,Minimum,Sizzle
230093,56,14,23,40,Maximum,Sizzle
274344,26,90,77,17,High,Tick
202293,39,86,58,87,Minimum,Kaboom
276076,26,84,81,68,Medium,Tick
210616,94,38,71,81,Maximum,Sizzle
294087,76,12,21,68,Low,Gargle
244615,56,27,97,64,High,Gargle
244139,62,48,29,3,Medium,Hiss
284904,42,0,27,77,Minimum,Rumble
260255,1,46,41,57,Medium,Gargle
202333,66,53,14,48,High,Gargle
231781,78,12,59,26,Maximum,Hiss
237910,7,9,44,47,Medium,Gargle
247549,64,18,71,91,Maximum,Sizzle
298542,45,34,83,12,Minimum,Rumble
243327,82,21,7,29,Low,Gargle
203610,72,30,95,46,Medium,Sizzle
221663,24,35,13,40,Low,Gargle
268395,28,1,36,36,Low,Gargle
236572,74,53,26,43,Maximum,Hiss
293290,87,67,45,59,Maximum,Sizzle
271054,42,76,83,65,Maximum,Kaboom
232917,57,61,4,50,Low,Tick
204194,20,51,60,10,Medium,Tick
262075,75,71,80,97,Low,Tick
266061,42,92,22,66,Medium,Rumble
275240,14,8,39,92,High,Gargle
273316,72,90,32,74,Low,Tick
217442,47,81,92,39,Medium,Rumble
249713,37,97,88,46,Low,Tick
252210,98,86,66,12,Minimum,Sizzle
