"iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_per_case","positive_rate","tests_units","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index"
"AFG","Asia","Afghanistan","2020-02-09",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-10",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-11",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-12",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-13",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-14",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-15",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-16",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-17",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-18",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-19",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-20",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-21",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-22",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-23",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-24",\N,"0","0",\N,"0","0",\N,"0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-25","1","1","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-26","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-27","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-28","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-02-29","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"8.33","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-01","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-02","1","0","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-03",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-04",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-05",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-06",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-07",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-08","4","3","0",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-09",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-10",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-11","7","3","1",\N,"0","0","0","0","0",\N,"0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-12",\N,\N,"1",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-13",\N,\N,"1",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"27.78","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
"AFG","Asia","Afghanistan","2020-03-14",\N,\N,"1",\N,\N,"0",\N,\N,"0",\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"38.89","38928341","54.422","18.6","2.581","1.337","1803.99",\N,"597.029","9.59",\N,\N,"37.746","0.5","64.83","0.498"
