color,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
Color,470,122,317011114,Action|Adventure|Fantasy,Indiana Jones and the Kingdom of the Crystal Skull ,333847,14959,2,2054,English,USA,PG-13,185000000,2008,6.2,5000
Color,298,93,123070338,Adventure|Animation|Comedy|Family|Fantasy,The Good Dinosaur ,62836,696,0,345,English,USA,PG,,2015,6.8,20000
Color,488,93,237282182,Adventure|Animation|Comedy|Family|Fantasy,Brave ,273556,5005,0,428,English,USA,PG,185000000,2012,7.2,39000
Color,322,122,130468626,Action|Adventure|Sci-Fi|Thriller,Star Trek Beyond ,53607,1327,4,432,English,USA,PG-13,185000000,2016,7.5,30000
Color,421,98,223806889,Adventure|Animation|Family|Sci-Fi,WALL·E ,718837,2975,0,1043,English,USA,G,180000000,2008,8.4,16000
Color,162,91,140080850,Action|Comedy|Crime|Thriller,Rush Hour 3 ,121084,1125,2,221,English,USA,PG-13,140000000,2007,6.2,0
Color,367,158,166112167,Action|Adventure|Sci-Fi,2012 ,283418,2144,0,1055,English,USA,PG-13,200000000,2009,5.8,13000
Color,240,96,137850096,Animation|Drama|Family|Fantasy,A Christmas Carol ,72809,48878,0,249,English,USA,PG,200000000,2009,6.8,0
Color,384,127,47375327,Action|Adventure|Sci-Fi,Jupiter Ascending ,139593,47334,1,720,English,USA,PG-13,176000000,2015,5.4,44000
Color,248,110,124051759,Action|Adventure|Drama|Romance,The Legend of Tarzan ,42372,21175,2,239,English,USA,PG-13,180000000,2016,6.6,29000
Color,284,150,291709845,Adventure|Family|Fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",286506,1317,5,1463,English,USA,PG,180000000,2005,6.9,0
Color,396,144,154985087,Action|Adventure|Sci-Fi,X-Men: Apocalypse ,148379,49684,6,622,English,USA,PG-13,178000000,2016,7.3,54000
Color,645,152,533316061,Action|Crime|Drama|Thriller,The Dark Knight ,1676169,57802,0,4667,English,USA,PG-13,185000000,2008,9,37000
Color,408,96,292979556,Adventure|Animation|Comedy|Family,Up ,665575,2635,1,704,English,USA,PG,175000000,2009,8.3,27000
Color,219,94,198332128,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Monsters vs. Aliens ,114553,2579,2,187,English,USA,PG,175000000,2009,6.5,0
Color,486,126,318298180,Action|Adventure|Sci-Fi,Iron Man ,696338,39252,3,1055,English,USA,PG-13,140000000,2008,7.9,10000
Color,682,126,73820094,Adventure|Drama|Family|Mystery,Hugo ,245333,36017,0,678,English,USA,PG,170000000,2011,7.5,42000
Color,85,106,113745408,Action|Comedy|Sci-Fi|Western,Wild Wild West ,129601,15870,2,648,English,USA,PG-13,170000000,1999,4.8,0
Color,264,112,102176165,Action|Adventure|Fantasy|Horror|Thriller,The Mummy: Tomb of the Dragon Emperor ,117927,9131,2,501,English,USA,PG-13,145000000,2008,5.2,0
Color,418,123,161087183,Action|Adventure|Comedy|Sci-Fi,Suicide Squad ,118992,11287,8,971,English,USA,PG-13,175000000,2016,6.9,80000
Color,186,96,100289690,Comedy|Family|Fantasy,Evan Almighty ,115099,108016,0,257,English,USA,PG,175000000,2007,5.4,2000
Color,585,113,100189501,Action|Adventure|Sci-Fi,Edge of Tomorrow ,431620,12652,1,741,English,USA,PG-13,178000000,2014,7.9,77000
Color,91,176,88246220,Action|Adventure|Sci-Fi|Thriller,Waterworld ,144337,1004,0,309,English,USA,PG-13,175000000,1995,6.1,0
Color,250,118,150167630,Action|Adventure|Sci-Fi|Thriller,G.I. Joe: The Rise of Cobra ,174578,26683,4,534,English,USA,PG-13,175000000,2009,5.8,0
Color,536,95,356454367,Adventure|Animation|Comedy|Drama|Family|Fantasy,Inside Out ,345198,2944,1,773,English,USA,PG,175000000,2015,8.3,118000
Color,370,106,362645141,Adventure|Drama|Family|Fantasy,The Jungle Book ,106072,32921,0,398,English,UK,PG,175000000,2016,7.8,65000
Color,453,124,312057433,Action|Adventure|Sci-Fi,Iron Man 2 ,522371,48638,4,723,English,USA,PG-13,200000000,2010,7,18000
Color,416,132,155111815,Action|Adventure|Drama|Fantasy,Snow White and the Huntsman ,228554,72881,0,710,English,USA,PG-13,170000000,2012,6.1,53000
Color,401,97,241407328,Action|Adventure|Family|Fantasy|Romance,Maleficent ,252257,15516,2,634,English,USA,PG,180000000,2014,7,89000
Color,521,130,208543795,Action|Adventure|Drama|Sci-Fi,Dawn of the Planet of the Apes ,317542,14363,0,620,English,USA,PG-13,170000000,2014,7.6,45000
Color,10,109,,Action|Adventure|Romance|Sci-Fi,The Lovers ,2138,1982,3,15,English,Belgium,R,,2015,4.5,677
Color,218,128,38297305,Action|Adventure|Drama|Fantasy,47 Ronin ,116994,20965,2,324,English,USA,PG-13,175000000,2013,6.3,35000
Color,576,136,259746958,Action|Adventure|Sci-Fi,Captain America: The Winter Soldier ,496749,36188,1,742,English,USA,PG-13,170000000,2014,7.8,55000
Color,226,93,238371987,Adventure|Animation|Comedy|Family|Fantasy,Shrek Forever After ,138661,4628,2,173,English,USA,PG,165000000,2010,6.4,0
Color,443,130,93417865,Action|Adventure|Family|Mystery|Sci-Fi,Tomorrowland ,128306,5046,2,497,English,USA,PG,190000000,2015,6.5,37000
Color,384,102,222487711,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,Big Hero 6 ,279093,2963,0,433,English,USA,PG,165000000,2014,7.9,41000
Color,377,101,189412677,Adventure|Animation|Comedy|Family|Sci-Fi,Wreck-It Ralph ,272534,4451,1,345,English,USA,PG,165000000,2012,7.8,40000
Color,188,100,665426,Adventure|Animation|Family|Fantasy,The Polar Express ,120798,16264,0,444,English,USA,G,165000000,2004,6.6,10000
Color,286,120,102315545,Action|Adventure|Sci-Fi,Independence Day: Resurgence ,58137,3233,0,520,English,USA,PG-13,165000000,2016,5.5,67000
Color,288,98,217387997,Adventure|Animation|Family|Fantasy,How to Train Your Dragon ,485430,20453,0,492,English,USA,PG,165000000,2010,8.2,33000
Color,280,109,150350192,Action|Sci-Fi,Terminator 3: Rise of the Machines ,305340,1769,0,1676,English,USA,R,200000000,2003,6.4,0
Color,653,121,333130696,Action|Adventure|Sci-Fi,Guardians of the Galaxy ,682155,32438,3,1097,English,USA,PG-13,170000000,2014,8.1,96000
Color,712,169,187991439,Adventure|Drama|Sci-Fi,Interstellar ,928227,31488,1,2725,English,USA,PG-13,165000000,2014,8.6,349000
Color,642,148,292568851,Action|Adventure|Sci-Fi|Thriller,Inception ,1468200,81115,0,2803,English,USA,PG-13,160000000,2010,8.8,175000
Color,1,120,,Action|Adventure|Drama|Horror|Sci-Fi,Godzilla Resurgence ,374,699,0,13,Japanese,Japan,,,2016,8.2,0
Color,645,182,303001229,Adventure|Fantasy,The Hobbit: An Unexpected Journey ,637246,9152,,1367,English,USA,PG-13,180000000,2012,7.9,166000
Color,187,106,144512310,Action|Crime|Thriller,The Fast and the Furious ,272223,45327,2,988,English,USA,PG-13,38000000,2001,6.7,14000
Color,362,166,127490802,Drama|Fantasy|Romance,The Curious Case of Benjamin Button ,459346,13333,2,822,English,USA,PG-13,150000000,2008,7.8,23000
Color,500,132,146405371,Action|Adventure|Sci-Fi,X-Men: First Class ,518537,50983,3,698,English,USA,PG-13,160000000,2011,7.8,54000
Color,389,137,281666058,Adventure|Sci-Fi,The Hunger Games: Mockingjay - Part 2 ,166137,81385,1,383,English,USA,PG-13,160000000,2015,6.6,38000
Color,235,109,63143812,Action|Adventure|Family|Fantasy,The Sorcerer's Apprentice ,124185,13388,0,238,English,USA,PG,150000000,2010,6.1,11000
Color,231,98,60655503,Action|Adventure|Drama|Thriller,Poseidon ,82380,92456,0,629,English,USA,PG-13,160000000,2006,5.6,0
Color,218,113,76846624,Adventure|Family|Fantasy,Alice Through the Looking Glass ,21352,80806,1,131,English,USA,PG,170000000,2016,6.4,30000
Color,227,93,320706665,Adventure|Animation|Comedy|Family|Fantasy,Shrek the Third ,211971,4705,2,326,English,USA,PG,160000000,2007,6.1,0
Color,275,123,46978995,Action|Adventure|Fantasy,Warcraft ,111609,5505,0,781,English,USA,PG-13,160000000,2016,7.3,89000
Color,474,126,89732035,Action|Adventure|Sci-Fi,Terminator Genisys ,188457,38873,2,867,English,USA,PG-13,155000000,2015,6.6,82000
Color,228,113,104383624,Adventure|Family|Fantasy,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,764,4,227,English,USA,PG,155000000,2010,6.3,11000
 Black and White,191,184,198539855,Action|Drama|History|Romance|War,Pearl Harbor ,254111,5401,0,1999,English,USA,PG-13,140000000,2001,6.1,0
Color,396,144,318759914,Action|Adventure|Sci-Fi,Transformers ,513158,2333,0,1782,English,USA,PG-13,150000000,2007,7.1,8000
Color,248,206,34293771,Action|Adventure|Biography|Drama|History|Romance|War,Alexander ,138863,24598,3,1390,English,Germany,R,155000000,2004,5.5,0
Color,329,138,292000866,Adventure|Family|Fantasy|Mystery,Harry Potter and the Order of the Phoenix ,355137,33433,3,1108,English,UK,PG-13,150000000,2007,7.5,0
Color,295,157,289994397,Adventure|Family|Fantasy|Mystery,Harry Potter and the Goblet of Fire ,385670,53413,1,1896,English,UK,PG-13,150000000,2005,7.6,0
Color,318,102,227946274,Action|Drama,Hancock ,343648,21584,0,590,English,USA,PG-13,150000000,2008,6.4,0
Color,323,104,256386216,Drama|Horror|Sci-Fi,I Am Legend ,530870,13076,0,1413,English,USA,PG-13,150000000,2007,7.2,11000
Color,276,115,206456431,Adventure|Comedy|Family|Fantasy,Charlie and the Chocolate Factory ,320284,57844,3,1361,English,USA,PG,150000000,2005,6.7,0
Color,318,111,206435493,Animation|Comedy|Family|Fantasy,Ratatouille ,473887,4764,0,626,English,USA,G,150000000,2007,8,10000
Color,478,128,205343774,Action|Adventure,Batman Begins ,980946,59558,0,2685,English,USA,PG-13,150000000,2005,8.3,15000
Color,167,89,179982968,Action|Adventure|Animation|Comedy|Family,Madagascar: Escape 2 Africa ,146019,3285,0,119,English,USA,PG,150000000,2008,6.7,0
Color,185,105,177243721,Adventure|Comedy|Family|Fantasy,Night at the Museum: Battle of the Smithsonian ,130272,54039,2,209,English,USA,PG,150000000,2009,5.9,2000
Color,350,119,179883016,Action|Adventure|Fantasy|Sci-Fi|Thriller,X-Men Origins: Wolverine ,361924,40054,0,641,English,USA,PG-13,150000000,2009,6.7,0
Color,245,129,139259759,Action|Sci-Fi,The Matrix Revolutions ,364948,1062,0,2121,English,Australia,R,150000000,2003,6.7,0
Color,406,102,400736600,Adventure|Animation|Comedy|Family|Fantasy|Musical,Frozen ,421658,2582,0,904,English,USA,PG,150000000,2013,7.6,58000
Color,275,138,281492479,Action|Sci-Fi,The Matrix Reloaded ,421818,534,0,2789,English,USA,R,150000000,2003,7.2,0
Color,486,112,206360018,Action|Adventure|Fantasy,Thor: The Dark World ,414070,59803,3,532,English,USA,PG-13,170000000,2013,7.1,63000
Color,739,120,153629485,Action|Adventure|Sci-Fi|Thriller,Mad Max: Fury Road ,552503,40025,0,1588,English,Australia,R,150000000,2015,8.1,191000
Color,298,146,133375846,Mystery|Thriller,Angels & Demons ,207839,16948,2,435,English,USA,PG-13,150000000,2009,6.7,0
Color,516,115,181015141,Action|Adventure|Fantasy,Thor ,536314,60059,1,738,English,USA,PG-13,150000000,2011,7,63000
Color,225,96,114053579,Adventure|Animation|Comedy|Drama|Family,Bolt ,146766,20007,0,178,English,USA,PG,150000000,2008,6.9,0
Color,145,88,119420252,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,G-Force ,33042,2217,0,90,English,USA,PG,150000000,2009,5.1,0
Color,310,99,83640426,Action|Adventure|Fantasy,Wrath of the Titans ,152826,16184,0,253,English,USA,PG-13,150000000,2012,5.8,19000
Color,526,113,79711678,Comedy|Fantasy|Horror,Dark Shadows ,199039,80849,7,479,English,USA,PG-13,100000000,2012,6.2,82000
Color,465,131,195000874,Action|Adventure|Thriller,Mission: Impossible - Rogue Nation ,232187,21840,0,440,English,China,PG-13,150000000,2015,7.4,47000
Color,357,119,61937495,Drama|Fantasy|Horror|Thriller,The Wolfman ,89442,13071,0,432,English,USA,R,150000000,2010,5.8,0
Color,248,110,124051759,Action|Adventure|Drama|Romance,The Legend of Tarzan ,42372,21175,2,239,English,USA,PG-13,180000000,2016,6.6,29000
Color,194,91,126597121,Adventure|Animation|Comedy|Family,Bee Movie ,105902,6576,0,206,English,USA,PG,150000000,2007,6.2,0
Color,284,90,165230261,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda 2 ,182718,21015,0,209,English,USA,PG,150000000,2011,7.3,20000
Color,280,103,131564731,Action|Adventure|Family|Fantasy,The Last Airbender ,118951,2857,0,1382,English,USA,PG,150000000,2010,4.2,18000
Color,310,124,133382309,Action|Adventure|Thriller,Mission: Impossible III ,256695,34817,0,871,English,USA,PG-13,150000000,2006,6.9,0
Color,339,131,73103784,Action|Drama|Thriller,White House Down ,164238,18204,2,434,English,USA,PG-13,150000000,2013,6.4,33000
Color,132,88,21379315,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Mars Needs Moms ,17590,2652,0,112,English,USA,PG,150000000,2011,5.4,0
Color,135,85,64459316,Adventure|Animation|Comedy|Family,Flushed Away ,85086,35161,0,122,English,UK,PG,149000000,2006,6.7,0
Color,256,111,34964818,Adventure|Family|Fantasy,Pan ,39956,21393,4,186,English,USA,PG,150000000,2015,5.8,24000
Color,196,92,111505642,Adventure|Animation|Comedy|Family|Sci-Fi,Mr. Peabody & Sherman ,47900,5810,2,130,English,USA,PG,145000000,2014,6.9,11000
Color,220,196,133228348,Adventure,Troy ,381672,17944,2,1694,English,USA,R,175000000,2004,7.2,0
Color,211,93,216366733,Adventure|Animation|Comedy|Family,Madagascar 3: Europe's Most Wanted ,119213,2444,0,154,English,USA,PG,145000000,2012,6.9,17000
 Black and White,264,133,160201106,Action|Adventure|Thriller,Die Another Day ,169914,2538,0,1185,English,UK,PG-13,142000000,2002,6.1,0
Color,464,116,118099659,Action|Comedy|Fantasy|Sci-Fi,Ghostbusters ,69757,2097,4,1211,English,USA,PG-13,144000000,2016,5.5,62000
Color,167,153,201573391,Action|Adventure|Sci-Fi|Thriller,Armageddon ,322395,26029,0,1171,English,USA,PG-13,140000000,1998,6.6,11000
Color,208,88,190418803,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Men in Black II ,270207,14823,2,606,English,USA,PG-13,140000000,2002,6.1,2000
Color,287,115,82161969,Action|Adventure|Animation|Fantasy,Beowulf ,142440,31523,1,505,English,USA,PG-13,150000000,2007,6.3,3000
Color,210,95,143523463,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda 3 ,64322,36095,0,145,English,USA,PG,145000000,2016,7.2,24000
Color,432,133,209364921,Action|Adventure|Thriller,Mission: Impossible - Ghost Protocol ,365104,21768,3,512,English,USA,PG-13,145000000,2011,7.4,35000
Color,256,97,103400692,Adventure|Animation|Family|Fantasy,Rise of the Guardians ,123553,20645,0,174,English,USA,PG,145000000,2012,7.3,25000
Color,135,90,110332737,Comedy|Crime,Fun with Dick and Jane ,110788,1997,1,258,English,USA,PG-13,100000000,2005,6.1,2000
Color,190,154,111110575,Action|Drama|History|War,The Last Samurai ,317166,11945,1,928,English,USA,R,140000000,2003,7.7,0
Color,314,150,65007045,Action|Adventure|Drama,Exodus: Gods and Kings ,128682,26490,0,657,English,UK,PG-13,140000000,2014,6.1,51000
Color,518,127,257704099,Action|Adventure|Sci-Fi,Star Trek ,504419,39284,0,1559,English,USA,PG-13,150000000,2009,8,19000
Color,291,121,403706375,Action|Adventure|Fantasy|Romance,Spider-Man ,544665,40484,0,2012,English,USA,PG-13,139000000,2002,7.3,5000
Color,292,102,176997107,Action|Adventure|Animation|Comedy|Family|Fantasy,How to Train Your Dragon 2 ,221128,23378,5,343,English,USA,PG,145000000,2014,7.9,46000
Color,184,126,31141074,Action|Adventure|Fantasy,Gods of Egypt ,51892,19769,4,273,English,USA,PG-13,140000000,2016,5.5,24000
Color,145,121,31704416,Action|Adventure|Sci-Fi|Thriller,Stealth ,45455,2705,0,388,English,USA,PG-13,135000000,2005,5,0
Color,451,215,107503316,Action|Drama|Mystery|Sci-Fi,Watchmen ,392474,2530,1,1229,English,USA,R,130000000,2009,7.7,18000
Color,141,127,129734803,Action|Crime|Thriller,Lethal Weapon 4 ,127497,6171,2,287,English,USA,R,140000000,1998,6.6,0
Color,267,138,132122995,Action|Sci-Fi,Hulk ,212106,1814,0,1445,English,USA,PG-13,137000000,2003,5.7,0
Color,351,122,122512052,Action|Adventure|Sci-Fi|Thriller,G.I. Joe: Retaliation ,146352,31958,6,288,English,USA,PG-13,130000000,2013,5.8,42000
Color,163,124,68642452,Action|Adventure|Comedy|Thriller,Sahara ,77673,13073,3,463,English,UK,PG-13,130000000,2005,6,0
Color,166,106,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Final Fantasy: The Spirits Within ,72259,15015,1,788,English,USA,PG-13,137000000,2001,6.4,0
Color,510,124,176636816,Action|Adventure|Sci-Fi,Captain America: The First Avenger ,508818,19761,0,679,English,USA,PG-13,140000000,2011,6.9,46000
Color,197,128,126930660,Action|Adventure|Thriller,The World Is Not Enough ,157519,2037,2,683,English,UK,PG-13,135000000,1999,6.4,2000
Color,244,138,93926386,Action|Adventure|Drama|History|War,Master and Commander: The Far Side of the World ,168207,1205,1,684,English,USA,PG-13,150000000,2003,7.4,0
Color,322,115,292298923,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,3,329,English,USA,PG-13,120000000,2012,5.5,65000
Color,156,100,63992328,Animation|Comedy|Family|Musical,Happy Feet 2 ,32399,62644,0,79,English,Australia,PG,135000000,2011,5.9,0
Color,354,135,134518390,Action|Adventure|Sci-Fi,The Incredible Hulk ,326286,5811,0,643,English,USA,PG-13,150000000,2008,6.8,0
Color,21,60,,Action|Crime|Drama|Mystery|Thriller,Miami Vice             ,16769,1687,2,74,English,USA,TV-14,1500000,,7.5,0
Color,252,117,52792307,Adventure|Family|Fantasy,The BFG ,12572,1950,0,106,English,UK,PG,140000000,2016,6.8,27000
Color,556,156,183635922,Adventure|Drama|Thriller|Western,The Revenant ,406020,57108,0,1188,English,USA,R,135000000,2015,8.1,190000
Color,166,96,83024900,Adventure|Animation|Comedy|Family|Sport,Turbo ,62424,17416,0,90,English,USA,PG,135000000,2013,6.5,13000
Color,362,107,123207194,Adventure|Animation|Comedy|Family|Western,Rango ,183208,43291,0,337,English,USA,PG,135000000,2011,7.2,26000
Color,153,92,83348920,Adventure|Animation|Comedy|Family,Penguins of Madagascar ,60230,19963,0,118,English,USA,PG,132000000,2014,6.7,11000
Color,329,115,227137090,Action|Mystery|Thriller,The Bourne Ultimatum ,491077,17369,0,820,English,USA,PG-13,110000000,2007,8.1,0
Color,266,92,215395021,Action|Adventure|Animation|Comedy|Family,Kung Fu Panda ,307029,12754,0,360,English,USA,PG,130000000,2008,7.6,6000
Color,517,117,180191634,Action|Adventure|Comedy|Sci-Fi,Ant-Man ,313866,5730,6,549,English,USA,PG-13,130000000,2015,7.4,61000
Color,502,146,424645577,Adventure|Sci-Fi|Thriller,The Hunger Games: Catching Fire ,498397,49355,1,706,English,USA,PG-13,130000000,2013,7.6,82000
Color,322,115,292298923,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,3,329,English,USA,PG-13,120000000,2012,5.5,65000
Color,165,94,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Home ,70121,17883,0,214,English,USA,PG,135000000,2015,6.7,26000
